Nome,Endereço,Latitude,Longitude,Categoria
Restaurante Flamboyant,"R. Ver. Romário da Conceição Badia, 49 - Itoupava Norte, Blumenau",-26.8743982,-49.0872987,restaurant
Lanchonete Café e Cia,"R. Dois de Setembro, 2660 - Itoupava Norte, Blumenau",-26.8893894,-49.0818939,restaurant
Hot Dog Fortaleza,"R. Francisco Vahldieck, 1733 - Fortaleza, Blumenau",-26.8730048,-49.0629278,restaurant
Assados Badenfurt Salto do Norte,"R. Johann Sachse, 2282 - Salto Norte, Blumenau",-26.8649692,-49.1243324,restaurant
Pizza Chef Momento,"R. Carl Müler - Badenfurt, Blumenau",-26.8837932,-49.1244689,restaurant
DiMila Restaurante,"R. Eng. Udo Deeke, 905 - Salto Norte, Blumenau",-26.8728488,-49.0994952,restaurant
Camarão Express,"BR-470, 3000 - L035 - Salto Norte, Blumenau",-26.8640649,-49.092776,restaurant
Madruga Restaurante,"Rua 25 de Julho, 133 - Itoupava Norte, Blumenau",-26.8829462,-49.0835516,restaurant
Churrascaria na Brasa,"R. Dois de Setembro, 218 - Itoupava Norte, Blumenau",-26.8931198,-49.0625559,restaurant
Sabores da Claudete,"Clube de caça e tiro - R. Treze de Maio, 219 - Itoupava Norte, Blumenau",-26.8808829,-49.0836094,restaurant
Restaurante e Lanchonete Tok Caipira,"De frente com material de construção MP - R. Júlio Michel, 2295 - Fortaleza, Blumenau",-26.8815942,-49.0464591,restaurant
CENTRAL Assadão,"Rua Hermann Tribess, 1190 - Tribess, Blumenau",-26.8745686,-49.0533681,restaurant
RESTAURANTE LANCHONETE BADENFURT,"R. Werner Duwe, 145 - Badenfurt, Blumenau",-26.8816245,-49.1419319,restaurant
Tino Lanches,"R. Werner Duwe, 397 - Badenfurt, Blumenau",-26.8790123,-49.1415566,restaurant
Restaurante sapore,"Badenfurt, Blumenau",-26.8821375,-49.1410191,restaurant
Santorann Gourmet,"José, R. Bernardino José de Oliveira, 771 - Badenfurt, Blumenau",-26.8850373,-49.1318749,restaurant
Lanchonete do Buiu,"R. Johann Sachse, 1948 - Salto Norte, Blumenau",-26.8640252,-49.1266577,restaurant
Sabor Brasileiro,"R. Vasco da Gama, 176 - Salto Norte, Blumenau",-26.8637943,-49.0925832,restaurant
Zamban Grill Restaurante,"Br 470, 3000 (Blumenau Norte Shopping - Salto Norte, Blumenau",-26.8637924,-49.0928062,restaurant
Bob's Burgers,"BR-470, 3000 - Salto Norte, Blumenau",-26.8639422,-49.0929308,restaurant
Subway Norte Shopping,"BR-470, 3000 - Salto Norte, Blumenau",-26.8640428,-49.0921983,restaurant
Mini Kalzone - Norte Shopping,"BR-470, 3000 - Loja 32 - Salto Norte, Blumenau",-26.8640616,-49.09267209999999,restaurant
Empada Capital,"3343, BR-470 - Itoupavazinha, Blumenau",-26.8624765,-49.0870781,restaurant
JC Food Truck,"R. Werner Duwe - Badenfurt, Blumenau",-26.8596848,-49.15503469999999,restaurant
Restaurante Bertoldo,"R. Francisco Passold, 756 - Testo Salto, Blumenau",-26.8744115,-49.1372347,restaurant
Casa Portella Pastéis e Burguer´s,"R. Frederico Jensen, 1360 - Itoupavazinha, Blumenau",-26.8604918,-49.0994687,restaurant
Restaurante Fino Sabor,"R. Frederico Jensen, 935 - Itoupavazinha, Blumenau",-26.8605299,-49.0954092,restaurant
RAFA'S FOOD TRUCK,"R. Samuel Morse, 230 - Fortaleza, Blumenau",-26.8611444,-49.0545577,restaurant
SABOR PARAENSE,"R. Francisco Vahldieck, 1244 - Fortaleza, Blumenau",-26.876445,-49.0658191,restaurant
Sabor & Tempero,"R. Benjamin Constant, 743 - Asilo, Blumenau",-26.8932214,-49.09826109999999,restaurant
Vitalli Restaurante,"Rua Hermann Tribess, 1432 - Fortaleza, Blumenau",-26.8744977,-49.0510476,restaurant
Haus Burguês Grill,"R. Pauline Spranger, 180 - Testo Salto, Blumenau",-26.8545217,-49.1540736,restaurant
Lanchonete Vogel,"R. Pauline Spranger, 392-532 - Testo Salto, Blumenau",-26.8541802,-49.1567425,restaurant
Dasguria Conveniência,"R. Bruno Morel, 388 - Testo Salto, Blumenau",-26.8585079,-49.13862,store
Papelaria e Bazar Itoupavazinha,"R. Frederico Jensen, 3164 - Itoupavazinha, Blumenau",-26.854636,-49.1157227,store
Loves Pet Shop,"R. Leopoldo Ewald - Itoupavazinha, Blumenau",-26.8511486,-49.1165148,store
Paper in Love,"R. Eduardo Schuh, 81 - Salto Norte, Blumenau",-26.8663905,-49.11414,store
Fe Criativa,"R. Hilma Bruch, 109 - Itoupavazinha, Blumenau",-26.8424304,-49.1125262,store
Kaprixo Modas,"R. Frederico Jensen, 3020 - Sala 04 - Itoupavazinha, Blumenau",-26.8554769,-49.1144909,store
Pastelaria da Hora,"BR-470, 3767 - Badenfurt, Blumenau",-26.8776302,-49.1307969,restaurant
Restaurante da Família,"R. Frederico Jensen, 2120 - Itoupavazinha, Blumenau",-26.8575,-49.10598,restaurant
Disk Marmitex,"R. Francisco Vahldieck, 3840 - Fortaleza, Blumenau",-26.8605989,-49.0487153,restaurant
Restaurante Comex,"R. Werner Duwe, 4660 - Testo Salto, Blumenau",-26.8522787,-49.15054989999999,restaurant
Mini Mercado Vantagem,"R. Heinrich Hemmer, 366 - Badenfurt, Blumenau",-26.8795506,-49.1217812,supermarket
XIS D'DAYA,"Aluguel - Testo Salto, Blumenau",-26.8546517,-49.13904789999999,restaurant
Quality Burger,"R. Christiano Karsten, 4135 - Itoupavazinha, Blumenau",-26.8540382,-49.1247596,restaurant
Quiosque Itoupavazinha,"R. Frederico Jensen, 3366 - Itoupavazinha, Blumenau",-26.8540541,-49.1177874,restaurant
"Assados Atendendo Sábados,Domingos","R. Carlos Sebastião Fischer - Itoupavazinha, Blumenau",-26.8545271,-49.1176718,restaurant
Wila Gastronomica,"Rua Dr. Pedro Zimmermann, 2122 - Itoupava Central, Blumenau",-26.8559913,-49.0858177,restaurant
Dondoka Store,"Rua Hermann Tribess, 984 - Tribess, Blumenau",-26.8754902,-49.0550216,store
Serelepe Store,"R. Alida Kniss, 178 - Fortaleza, Blumenau",-26.8672514,-49.061214,store
Iguassu Store,"R. Francisco Vahldieck, 2115 - Fortaleza, Blumenau",-26.8708586,-49.0607166,store
Dogão Velutti,"R. Francisco Vahldieck, 1015 - Fortaleza, Blumenau",-26.8781759,-49.0673249,restaurant
ASSADOS DO JOÃO,"Testo Salto, Blumenau",-26.8521568,-49.15058519999999,restaurant
Bar E Lanchonete Britão,"R. Werner Duwe, 4814 - Testo Salto, Blumenau",-26.8509016,-49.1513896,restaurant
Padaria e Confeitaria Royale,"R. Christiano Karsten, 75 - Testo Salto, Blumenau",-26.8522527,-49.15001729999999,restaurant
Camping e Glamping Recanto do Vale,"R. Vale do Selke, 416 - Testo Central, Pomerode",-26.8320271,-49.1445815,hotel
Mercearia Bom Preço,"SC-421, 9565 - Testo Central, Pomerode",-26.8153162,-49.1638002,supermarket
Supermercado STORCH,"R. dos Atiradores, 9685 - Testo Central, Pomerode",-26.8121145,-49.1620473,supermarket
Mercado e Açougue Bertoldo,"R. XV de Novembro, 10740 - Testo Central, Pomerode",-26.8265158,-49.1603527,supermarket
Verdureira And Shop Bertoldo,"R. XV de Novembro, 9555 - Testo Central, Pomerode",-26.8152381,-49.1637891,supermarket
ampm,"Ribeirão Souto, Pomerode",-26.8181736,-49.1646637,store
Manske Mega Store,"R. XV de Novembro, 9513 - Testo Central, Pomerode",-26.8145964,-49.1638251,store
JÔ MODAS,"R. XV de Novembro, 9619 - Testo Central, Pomerode",-26.8160229,-49.16391669999999,store
Sabine Modas Representações,"R. XV de Novembro, 9326 - Testo Central, Pomerode",-26.8130706,-49.1647522,store
3N Celulares & Assistência Técnica,"R. XV de Novembro, 9780 - Testo Central, Pomerode",-26.818932,-49.16548419999999,store
Lisamour,"Rua Augusto Rux, R. Ribeirão Luebke, 330, Pomerode",-26.8315984,-49.1678889,store
LOJA POMER SUL,"R. XV de Novembro, Nº96000 - Testo Central, Pomerode",-26.815767,-49.1641134,store
Puro charme moda e beleza tudo em um só lugar,"R. XV de Novembro, 9556 - Testo Central, Pomerode",-26.81523,-49.16410579999999,store
Mai Looks,"R. XV de Novembro, 9755 - Testo Central, Pomerode",-26.8176144,-49.1636661,store
München Trajes Típicos,"R. XV de Novembro, 9746 - Testo Central, Pomerode",-26.8175077,-49.164495,store
Paty Embalagens- Acabamento,"Tv. Kühlewein, 216 - SALA B - Testo Central, Pomerode",-26.8241967,-49.15705699999999,store
Luiza Rosa Acessorios,"R. Waldo Klemann, 433, Pomerode",-26.8253834,-49.1564732,store
Briard Pomerode,"R. Ricardo Koch, 800 - Testo Central, Pomerode",-26.8040841,-49.1649484,store
Construção,"R. XV de Novembro, 10865 - Testo Central, Pomerode",-26.8277502,-49.1603649,store
Indústria Cerâmica Volkmann,"R. Albert Volkmann, 200 - Testo Central, Pomerode",-26.8078793,-49.1669914,store
Artshow Souvenirs,"R. RODOLFO RUSCH, 100 - Testo Central, Pomerode",-26.7969649,-49.1644549,store
Borracharia Ferrari,Pomerode,-26.8327393,-49.1627732,store
Confiança Comércio Exterior LTDA,"R. XV de Novembro, 10522 - Testo Central, Pomerode",-26.8245977,-49.161092,store
Schnappsstrasse Pizzaria Gourmet,"R. Christiano Karsten, 5091 - Itoupavazinha, Blumenau",-26.852851,-49.1347773,restaurant
Bar e Armazem Olibio,"R. Christiano Karsten, 4567 - Itoupavazinha, Blumenau",-26.8537246,-49.1281486,restaurant
Restaurante Cantinho da Casa,"R. Prof. Jacob Ineichen, 175 - Itoupavazinha, Blumenau",-26.8521199,-49.12007759999999,restaurant
Bárbaros Hamburgueria,"R. Frederico Jensen, 3660 - Itoupavazinha, Blumenau",-26.8537177,-49.1201222,restaurant
Restaurante Gasparzinho,"R. Dois de Setembro, 4689 - Itoupava Norte, Blumenau",-26.8729356,-49.0896483,restaurant
Wok Food Culinária Oriental,"BR-470, 3000 - Salto Norte, Blumenau",-26.8636948,-49.0926064,restaurant
Beef Refeições Empresariais,"89066-001, Rua Dr. Pedro Zimmermann, 2599 - Itoupavazinha, Blumenau",-26.8525245,-49.0875693,restaurant
RESTAURANTE MISTURA BRASILEIRA,"VIA EXPRESSA - Rodovia Paul Fritz Kuehnrich - Itoupava Norte, Blumenau",-26.8871253,-49.068955,restaurant
Lanchonete Brito Lanches,"R. Werner Duwe, 4740 - Testo Salto, Blumenau",-26.8516162,-49.1506006,restaurant
Zucchini Refeicoes,"R. Ucrânia, 51 - Itoupavazinha, Blumenau",-26.8520838,-49.105093,restaurant
Restaurante Conveniencia Premiada,"Rua Dr. Pedro Zimmermann, 2600 - Itoupava Central, Blumenau",-26.8519099,-49.0867786,restaurant
dona augusta blumenau,"rua 02 de setembro, 3162 - Itoupava Norte, Blumenau",-26.8856137,-49.0835671,restaurant
Restaurante Leclers Ltda,"R. Treze de Maio, 219 - Itoupava Norte, Blumenau",-26.880876,-49.083616,restaurant
Nahrung Haus - Festival de Sushi e Mini Hamburguer,"R. Francisco Vahldieck, 796 - Fortaleza, Blumenau",-26.8803845,-49.0672018,restaurant
EXPRESSO Wine & Bar,"R. Francisco Vahldieck - Fortaleza, Blumenau",-26.8721949,-49.0612308,restaurant
Caixa Preta Burger,"R. Jericó, 640 - Fortaleza, Blumenau",-26.8642204,-49.0645917,restaurant
Refeicão/marmitas. Radite,"R. Ângelo José Hermes, 490 - Fortaleza, Blumenau",-26.8713801,-49.06686939999999,restaurant
Cordeiros Restaurante,"R. Francisco Vahldieck, 1055 - Fortaleza, Blumenau",-26.8778882,-49.0671566,restaurant
Sil acarajés,"R. Villa Maria - Fortaleza Alta, Blumenau",-26.8547467,-49.0603702,restaurant
Bom Gosto Refeições - Alimentação Corporativa,"R. Morada do Sol, 820 - Fortaleza Alta, Blumenau",-26.8595401,-49.0484087,restaurant
Caldo De Cana Itopavazinha,"R. Ari Barroso, 1065 - Salto Norte, Blumenau",-26.8632065,-49.0997245,restaurant
Restaurante Recanto dos Pássaros,"R. Guilherme Scharf, 297 - Fidélis, Blumenau",-26.84873,-49.0857582,restaurant
Marmitas Fortaleza,"R. Jericó - Fortaleza, Blumenau",-26.8643145,-49.0627447,restaurant
CALDO DE CANA SALGADOS,"R. Frederico Jensen - Itoupavazinha, Blumenau",-26.8537748,-49.1293247,restaurant
Pancho's lanches e petiscos,"R. Frederico Jensen, 4530 - Itoupavazinha, Blumenau",-26.8534545,-49.1278431,restaurant
Restaurante,"R. Gustavo Henschel, 87 - Itoupava Central, Blumenau",-26.8478638,-49.0898329,restaurant
"Restaurante Rancho Fornalha - Salão de Eventos, Festas e Casamentos","R. Cristian Wilhelm Staack, 162 - Fidélis, Blumenau",-26.8470014,-49.0805236,restaurant
BURGERBRAVO - ITOUPAVA CENTRAL,"Rua Dr. Pedro Zimmermann, 2512 - Itoupava Central, Blumenau",-26.8536888,-49.0864881,restaurant
"Bar E Lanchonete ""Padilha""","R. Gustavo Henschel, 114 - Itoupavazinha, Blumenau",-26.8476735,-49.0899355,restaurant
Blumenau Pizzas Delivery,"20 de setembro, 10 - Itoupava Norte, Blumenau",-26.877706,-49.0872254,restaurant
Dante Cucina Italiana - Pizzeria,"Rua Dr. Pedro Zimmermann, 2122 - Itoupava Central, Blumenau",-26.8559836,-49.085817,restaurant
Pesque-pague Fortaleza,"R. Cora Persuhn, 20 - Fortaleza, Blumenau",-26.8783516,-49.0715701,restaurant
BURGERBRAVO - FORTALEZA,"R. Francisco Vahldieck, 3245 - Fortaleza, Blumenau",-26.8631103,-49.05399360000001,restaurant
Caldo de Cana da Paty,"R. Francisco Vahldieck - Fortaleza, Blumenau",-26.8709095,-49.060683,restaurant
Sushi koban Lounge & Bar,"Sushi koban - Rua 25 de Julho, 528 - Sala 02 - Itoupava Norte, Blumenau",-26.8809115,-49.0809033,restaurant
Reis do Food,"R. Frederico Jensen, 4478 - Itoupavazinha, Blumenau",-26.8532837,-49.1272167,restaurant
Quintal Underground,"R. João Cardoso, 254 - Itoupavazinha, Blumenau",-26.86213,-49.1233017,restaurant
IMPÉRIO DO DOG,"R. Rad. Rodolfo Sestrem, 246 - Itoupavazinha, Blumenau",-26.8532049,-49.1087706,restaurant
Lanchonete Pires,"R. Dois de Setembro, 4580 - Itoupava Norte, Blumenau",-26.8734371,-49.0887159,restaurant
Salsichão JC,"R. Gustavo Zimmermann, 22 - Itoupava Central, Blumenau",-26.8489959,-49.0830085,restaurant
Sabor Caseiro,"R. Gustavo Henschel, 99 - Itoupava Central, Blumenau",-26.847908,-49.0898188,restaurant
Restaurante Cia Do Sabor,"R. Guilherme Scharf, 431 - Fidélis, Blumenau",-26.8491817,-49.0836078,restaurant
Helo's food,"R. Gustavo Zimmermann, 874 - Itoupava Central, Blumenau",-26.8433741,-49.0882348,restaurant
Sicoob MaxiCrédito - Agência Itoupava Central,"Rua Dr. Pedro Zimmermann, 2512 - Itoupava Central, Blumenau",-26.8535649,-49.0865498,bank
Rede Top - Margem Esquerda,"R. Gustavo Zimmermann, 1365 - Margem Esquerda, Blumenau",-26.8393754,-49.0896592,supermarket
Mini Market Schell,"R. Teresa Fischer, 944 - Itoupava Central, Blumenau",-26.838525,-49.0831683,supermarket
SUPERVALE Supermercado,"R. Gustavo Zimmermann, 1974 - Itoupava Central, Blumenau",-26.8344274,-49.08720779999999,supermarket
Food Marmitaria,"R. Ottilie Tribess, 84 - Fortaleza, Blumenau",-26.8715507,-49.0507512,restaurant
Mega lanches na Brasa,"R. Christiano Karsten, n°4651 - Itoupavazinha, Blumenau",-26.8540476,-49.1298766,restaurant
DONAZZ ESFIHARIA,"R. das Roseiras, 75 - Itoupavazinha, Blumenau",-26.8571367,-49.0950099,restaurant
Disk Delicia do Chef,"R. Prof. Herman Lange, 536 - Fidélis, Blumenau",-26.8406887,-49.0746243,restaurant
Lanchonete Martins,"R. Farmacêutico Fritz Haufe, 11 - Fortaleza, Blumenau",-26.8749909,-49.0514387,restaurant
Casarão,"Fortaleza Alta, Blumenau",-26.8525585,-49.0562361,restaurant
Rancho Jagielski,"R. Prof. Jacob Ineichen, 2100 - Itoupavazinha, Blumenau",-26.8382144,-49.1123966,restaurant
Restaurante e Lanchonete Sabor na Mesa,"R. Franz Volles, 106 - Itoupava Central, Blumenau",-26.8384386,-49.0927283,restaurant
Mr Cheff Blumenau,"BR-470, 3000 - Salto Norte, Blumenau",-26.8638013,-49.0926933,restaurant
Restaurante e Lanchonete Jb,"R. Franz Volles, 106 - Itoupava Central, Blumenau",-26.8384386,-49.0927283,restaurant
Sabor do Paraiso,"R. Francisco Vahldieck - Fortaleza, Blumenau",-26.8723624,-49.0613526,restaurant
Bom Garfo Marmitas,"R. Francisco Vahldieck, 3145 - Fortaleza, Blumenau",-26.8638983,-49.055357,restaurant
Boteco do Mário,"R. Lidia Correa Tobias, 325 - Itoupava Norte, Blumenau",-26.8715189,-49.0810089,restaurant
Hamburguer de Primeira,"R. dos Condes, 218 - Fortaleza, Blumenau",-26.8655526,-49.0617803,restaurant
Lanchonete do Tio Nene,"Rua Bonifácio Haendchen, 1154 - Belchior Central, Gaspar",-26.854463,-49.035081,restaurant
Resort Ecoar,"R. José Patrocínio dos Santos, 2355 - Belchior Central, Gaspar",-26.8354163,-49.0133731,hotel
Parque Aquático Cascanéia,"R. José Patrocínio dos Santos, 2355 - Belchior Central, Gaspar",-26.8384475,-49.0157215,hotel
Heimat Burguer e Bier,"R. Philipp Bauler, 980 - Testo Salto, Blumenau",-26.861627,-49.1354963,restaurant
Assadão Disk,"R. Prof. Jacob Ineichen, 987 - Itoupavazinha, Blumenau",-26.8463781,-49.1155621,restaurant
Tia Benta Lanches,"R. Prof. Jacob Ineichen, 987 - Itoupavazinha, Blumenau",-26.8463781,-49.1155621,restaurant
D`borbaburguer,"R. Franz Volles - Itoupava Central, Blumenau",-26.8369924,-49.0970152,restaurant
Assadão Rei Do Sabor,"R. Wili Schulze, 548 - Itoupava Central, Blumenau",-26.8372053,-49.0838249,restaurant
Carlinhos Refeições,"R. Ângelo José Hermes, 1 - Fortaleza, Blumenau",-26.8711837,-49.0674719,restaurant
Cantinho da Ana,"Rua Heldo Florentino Wan-Dall, 245 - Belchior Central, Gaspar",-26.8545026,-49.0388349,restaurant
Amigos pizzas e lanches,"R. Bernardo Pereira, 60 - Belchior Alto, Gaspar",-26.8373529,-49.031867,restaurant
Restaurante do Xirú,"SC-421, 11425, Pomerode",-26.8325054,-49.1628707,restaurant
Bahamas Burger,"R. Prof. Jacob Ineichen, 2365 - Itoupava Central, Blumenau",-26.8357174,-49.1123355,restaurant
Hamburgueria Pietra,"R. Franz Volles, 1625 - Itoupava Central, Blumenau",-26.8345574,-49.10556039999999,restaurant
Assadão Sabores da Carne,"R. Franz Volles, 1582 - Itoupava Central, Blumenau",-26.834527,-49.10522109999999,restaurant
BANCO DO BRASIL - ITOUPAVA CENTRAL - Agência 3154,"Rua Dr. Pedro Zimmermann, 6451 - Itoupava Central, Blumenau",-26.8182459,-49.0897248,bank
Nōkon Sushi,"Wila Gastronômica - Rua Dr. Pedro Zimmermann, 2122 - Itoupava Central, Blumenau",-26.8559913,-49.0858177,restaurant
Pastelaria Cantinho da Família,"R. Guilherme Scharf, 690 - Fidélis, Blumenau",-26.8495476,-49.0831976,restaurant
Bar e Lanchonete Serrana,"R. Francisco Vahldieck, 2867 - Fortaleza, Blumenau",-26.8650064,-49.05715480000001,restaurant
Assadão MD,"R. Guilherme Scharf, 781 - Itoupava Central, Blumenau",-26.8489888,-49.0803866,restaurant
Paladar Pastelaria,"Rua Hermann Tribess, 2439 - Tribess, Blumenau",-26.8660381,-49.0507443,restaurant
VEG Pizza,"R. Frieda Piske, 12 - Fortaleza Alta, Blumenau",-26.8552466,-49.0620685,restaurant
Léo Food Truck,"R. Hélio Coelho Gomes, 354 - Itoupava Norte, Blumenau",-26.8694888,-49.0806566,restaurant
Terra de Canaã Pastelaria Blumenau,"R. Samuel Morse, 83 - Fortaleza, Blumenau",-26.8624043,-49.0541006,restaurant
Lanchonete Poli,"Bonifácio Haendchen, 5195 - Belchior Central, Gaspar",-26.8536628,-49.03559569999999,restaurant
Restaurante Layon,"R. Frederico Jensen, 1111 - Itoupavazinha, Blumenau",-26.8605294,-49.09799090000001,restaurant
Mara Burgerb.,"R. Georg Wilhelm Adolf Trager - Fortaleza, Blumenau",-26.8667066,-49.0811016,restaurant
point do lanche,"R. Guilherme Scharf, 801 - Fidélis, Blumenau",-26.8488238,-49.0802324,restaurant
Lanches Dogs,"R. Guilherme Scharf, 2000 - Itoupava Central, Blumenau",-26.847212,-49.0693616,restaurant
Frozen Marmitas Fit,"Rua Ageu Adão Sabino de Souza, 138 - Fortaleza Alta, Blumenau",-26.854129,-49.04604090000001,restaurant
Stop Family,"R. Wilhelm Alsleben - Fidélis, Blumenau",-26.8503757,-49.0738397,restaurant
Lucir Lanches Bar,"R. Jericó, 641 - Fortaleza, Blumenau",-26.8643041,-49.0627427,restaurant
Restaurante Sabor de Casa,"Rua Bonifácio Haendchen, 4159 - Belchior Alto, Gaspar",-26.8300999,-49.03068400000001,restaurant
Dortmund Pizzaria,R. Johann Sachse - Blumenau,-26.8654537,-49.12345879999999,restaurant
Nutriblu Refeições Corporativas Blumenau,"R. Gustavo Zimmermann, 2471 - Itoupava Central, Blumenau",-26.8305471,-49.0882051,restaurant
Refrigeração Cardoso,"R. Henrique Mette, 168 - Itoupavazinha, Blumenau",-26.8625296,-49.1252723,restaurant
LM Marmitas,"R. Juruá - Itoupavazinha, Blumenau",-26.8573838,-49.1170669,restaurant
kioskito lanches,"Rua Dr. Pedro Zimmermann, 4325 - Itoupava Central, Blumenau",-26.8297527,-49.0879264,restaurant
Banco Bradesco - Agência 1150,"Rua Dr. Pedro Zimmermann, 7410 - Itoupava Central, Blumenau",-26.8096384,-49.0899521,bank
Crescer Soluções Financeiras,"Rua Dr. Pedro Zimmermann, 6260 - sala 06 - Itoupava Central, Blumenau",-26.8142979,-49.0890592,bank
Transpocred,"Rua Dr. Pedro Zimmermann, 7015 - Sala 2 - Itoupava Central, Blumenau",-26.8125433,-49.0894316,bank
Horus Assessoria em Cobrança & Recuperação de Crédito,"Rua Dr. Pedro Zimmermann, 5238 - Itoupava Central, Blumenau",-26.8309594,-49.0905566,bank
Market Quero Quero,"R. George Fridrich Mordhorst, 994 - Itoupava Central, Blumenau",-26.8266666,-49.0775715,supermarket
Mercado Wini,"R. Alex Borchardt, 671 - Itoupava Central, Blumenau",-26.8167052,-49.0963711,supermarket
Super Hanes - Itoupava Central,"Rua Dr. Pedro Zimmermann, 5953 - Itoupava Central, Blumenau",-26.8227553,-49.0901157,supermarket
Nosso Ponto - Blumenau,"R. Gustavo Zimmermann, 4044 - Itoupava Central, Blumenau",-26.8163369,-49.0867052,supermarket
Supermercado Vansuit - Loja 03,"R. Gustavo Zimmermann, 3960 - Itoupava Central, Blumenau",-26.817233,-49.0868566,supermarket
Komprão Koch Atacadista,"Rua Dr. Pedro Zimmermann, 6062 - Itoupava Central, Blumenau",-26.8219431,-49.08932430000001,supermarket
Verdureira Central,"Itoupava Central, Blumenau",-26.8237247,-49.0895056,supermarket
Tech Store Informática,"Rua Dr. Pedro Zimmermann, 7683 - Itoupava Central, Blumenau",-26.8072974,-49.09096599999999,store
El señor pepito,"89062220 - R. George Fridrich Mordhorst, 198 - Itoupava Central, Blumenau",-26.8261117,-49.0849558,store
Adriele Store,"Rua Dr. Pedro Zimmermann, 6260 - sala 06 - Itoupava Central, Blumenau",-26.8202291,-49.089034,store
Feminitta Store,"R. Gustavo Zimmermann, 2660 - Itoupava Central, Blumenau",-26.8276554,-49.0877523,store
Brilhante Beauty Store,"R. Pérola do Vale, 185 - Sala 01 - Itoupava Central, Blumenau",-26.834821,-49.083727,store
Torcedoresoficial,"R. Erwin Glau, 366 - Itoupavazinha, Blumenau",-26.8397017,-49.1082335,store
OVBK Store,"R. Gustavo Zimmermann, 4767 - Itoupava Central, Blumenau",-26.8099289,-49.0877953,store
Loja de brinquedos,"R. Erwin Glau, 366 - Itoupavazinha, Blumenau",-26.8395644,-49.10842599999999,store
Mundial,"Rua Dr. Pedro Zimmermann, 5238 - Itoupava Central, Blumenau",-26.829192,-49.08984470000001,store
Stop Beer Conveniência,"R. Gustavo Zimmermann, 2088 - Sala 2 - Itoupava Central, Blumenau",-26.833795,-49.0871331,store
Fritz Bier,"Rua Dr. Pedro Zimmermann, 7844 - Itoupava Central, Blumenau",-26.8058948,-49.09031969999999,store
Pet Shop Agro Aves Itoupava Central,"Rua Dr. Pedro Zimmermann, 7459 - Itoupava Central, Blumenau",-26.8090292,-49.090611,store
Public Conveniencia e Tabacaria,"R. Franz Volles, 1636 - sala 02 - Itoupava Central, Blumenau",-26.8341921,-49.10547889999999,store
BATERIAS TNT -ITOUPAVA CENTRAL,"Rua Dr. Pedro Zimmermann, 4536 - Itoupava Central, Blumenau",-26.8355388,-49.090909,store
Melhor perfume,"R. Franz Volles, 1636 - Itoupava Central, Blumenau",-26.8342035,-49.105449,store
Bela Store Bnu,"R. Gustavo Zimmermann, 2970 - Sala 7 - Itoupava Central, Blumenau",-26.8262164,-49.0865617,store
LR BRINQUE MAIS Locação de brinquedos,"R. Franz Volles - Itoupava Central, Blumenau",-26.8368482,-49.1020504,store
Fiorebela Cosméticos / Loja de Maquiagem,"R. Alvorada, 372 - Itoupava Central, Blumenau",-26.8183509,-49.09291409999999,store
KNG Bazar E Papelaria,"R. Franz Volles, 2037 - Itoupava Central, Blumenau",-26.8340304,-49.1093729,store
Lovery Moda Feminina,"R. Franz Volles, 1636 - sala 2 - Itoupava Central, Blumenau",-26.8342035,-49.105449,store
Casa Enxaimel,"R. Gustavo Zimmermann, 1593 - Itoupava Central, Blumenau",-26.837492,-49.0892673,tourist attractions
Pesque e Pague Recanto Sossego,"R. Theodor Kleine, 3410 - Fortaleza Alta, Blumenau",-26.8294792,-49.0437889,restaurant
Recanto do Fumaça Lanches,"R. Prof. Herman Lange, 2400 - Fidélis, Blumenau",-26.8286454,-49.0616522,restaurant
Broccoli Comida Saudável,"R. Prof. Herman Lange - Fidélis, Blumenau",-26.8267456,-49.0620231,restaurant
Pastry two sisters,"R. Frederico Jensen, 3020 - sala 01 - Itoupavazinha, Blumenau",-26.8554408,-49.1144632,restaurant
Bom Paladar Lanches Especiais,"R. Ucrânia, 244 - Itoupavazinha, Blumenau",-26.8516737,-49.1034545,restaurant
Pep Burger,"R. Godofredo Rangel, Nº 433 - Fidélis, Blumenau",-26.8489359,-49.0705467,restaurant
Amigos Pizzas & Lanches,"Rua Bonifácio Haendchen, 3335 - Belchior Alto, Gaspar",-26.8380057,-49.031959,restaurant
Norte dog lanches,"R. Frederico Jensen, 4478 - Itoupavazinha, Blumenau",-26.8532837,-49.1272167,restaurant
Mw Lanches,"R. Prof. Jacob Ineichen, n° 1794 - Itoupava Central, Blumenau",-26.8405759,-49.1111387,restaurant
Faht Lanches,"R. Frederico Jensen, 3058 - Itoupavazinha, Blumenau",-26.8552307,-49.1148001,restaurant
PALADAR GOURMET RESTAURANTE,"5.820, Rua Dr. Pedro Zimmermann - Itoupava Central, Blumenau",-26.8246793,-49.0894011,restaurant
VIP conveniência e Pastelaria,"R. Wilhelm Alsleben, 345 - Fidélis, Blumenau",-26.8500166,-49.07689190000001,restaurant
Marmita Express,"R. Francisco Vahldieck, 3840 - Fortaleza Alta, Blumenau",-26.8606083,-49.0487074,restaurant
Roney Lanches,"Rua Bonifácio Haendchen, n° 3730 - Belchior Alto, Gaspar",-26.8338861,-49.0328926,restaurant
Sicoob MaxiCrédito - Agência Belchior,"1.700, Rua Bonifácio Haendchen, 1700 - Belchior Central, Gaspar",-26.849391,-49.032955,bank
